Mod:Item:MetaData, Localized Name
bluepower:cagelamplight_gray, Light Gray Cage Lamp
bluepower:cagelampcyan, Cyan Cage Lamp
bluepower:cagelamppurple, Purple Cage Lamp
bluepower:cagelampblue, Blue Cage Lamp
bluepower:cagelampbrown, Brown Cage Lamp
bluepower:cagelampgreen, Green Cage Lamp
bluepower:cagelampred, Red Cage Lamp
bluepower:cagelampblack, Black Cage Lamp
bluepower:cagelampinvertednone, tile.bluepower:cagelamp.rgb.inverted.name
bluepower:cagelampinvertedwhite, Inverted White Cage Lamp
bluepower:cagelampinvertedorange, Inverted Orange Cage Lamp
bluepower:cagelampinvertedmagenta, Inverted Magenta Cage Lamp
bluepower:cagelampinvertedlight_blue, Inverted Light Blue Cage Lamp
bluepower:cagelampinvertedyellow, Inverted Yellow Cage Lamp
bluepower:cagelampinvertedlime, Inverted Lime Cage Lamp
bluepower:cagelampinvertedpink, Inverted Pink Cage Lamp
bluepower:cagelampinvertedgray, Inverted Gray Cage Lamp
bluepower:cagelampinvertedlight_gray, Inverted Light Gray Cage Lamp
bluepower:cagelampinvertedcyan, Inverted Cyan Cage Lamp
bluepower:cagelampinvertedpurple, Inverted Purple Cage Lamp
bluepower:cagelampinvertedblue, Inverted Blue Cage Lamp
bluepower:cagelampinvertedbrown, Inverted Brown Cage Lamp
bluepower:cagelampinvertedgreen, Inverted Green Cage Lamp
bluepower:cagelampinvertedred, Inverted Red Cage Lamp
bluepower:cagelampinvertedblack, Inverted Black Cage Lamp
bluepower:fixturenone, tile.bluepower:fixture.rgb.name
bluepower:fixturewhite, White Fixture
bluepower:fixtureorange, Orange Fixture
bluepower:fixturemagenta, Magenta Fixture
bluepower:fixturelight_blue, Light Blue Fixture
bluepower:fixtureyellow, Yellow Fixture
bluepower:fixturelime, Lime Fixture
bluepower:fixturepink, Pink Fixture
bluepower:fixturegray, Gray Fixture
bluepower:fixturelight_gray, Light Gray Fixture
bluepower:fixturecyan, Cyan Fixture
bluepower:fixturepurple, Purple Fixture
bluepower:fixtureblue, Blue Fixture
bluepower:fixturebrown, Brown Fixture
bluepower:fixturegreen, Green Fixture
bluepower:fixturered, Red Fixture
bluepower:fixtureblack, Black Fixture
bluepower:fixtureinvertednone, tile.bluepower:fixture.rgb.inverted.name
bluepower:fixtureinvertedwhite, Inverted White Fixture
bluepower:fixtureinvertedorange, Inverted Orange Fixture
bluepower:fixtureinvertedmagenta, Inverted Magenta Fixture
bluepower:fixtureinvertedlight_blue, Inverted Light Blue Fixture
bluepower:fixtureinvertedyellow, Inverted Yellow Fixture
bluepower:fixtureinvertedlime, Inverted Lime Fixture
bluepower:fixtureinvertedpink, Inverted Pink Fixture
bluepower:fixtureinvertedgray, Inverted Gray Fixture
bluepower:fixtureinvertedlight_gray, Inverted Light Gray Fixture
bluepower:fixtureinvertedcyan, Inverted Cyan Fixture
bluepower:fixtureinvertedpurple, Inverted Purple Fixture
bluepower:fixtureinvertedblue, Inverted Blue Fixture
bluepower:fixtureinvertedbrown, Inverted Brown Fixture
bluepower:fixtureinvertedgreen, Inverted Green Fixture
bluepower:fixtureinvertedred, Inverted Red Fixture
bluepower:fixtureinvertedblack, Inverted Black Fixture
bluepower:gate_and, AND Gate
bluepower:gate_nand, NAND Gate
bluepower:bluestone_wire, Bluestone Wire
bluepower:redalloy_wire, Red Alloy Wire
bluepower:bluestone_wire.white, White Bluestone Wire
bluepower:redalloy_wire.white, White Red Alloy Wire
bluepower:bluestone_wire.orange, Orange Bluestone Wire
bluepower:redalloy_wire.orange, Orange Red Alloy Wire
bluepower:bluestone_wire.magenta, Magenta Bluestone Wire
bluepower:redalloy_wire.magenta, Magenta Red Alloy Wire
bluepower:bluestone_wire.light_blue, Light Blue Bluestone Wire
bluepower:redalloy_wire.light_blue, Light Blue Red Alloy Wire
bluepower:bluestone_wire.yellow, Yellow Bluestone Wire
bluepower:redalloy_wire.yellow, Yellow Red Alloy Wire
bluepower:bluestone_wire.lime, Lime Bluestone Wire
bluepower:redalloy_wire.lime, Lime Red Alloy Wire
bluepower:bluestone_wire.pink, Pink Bluestone Wire
bluepower:redalloy_wire.pink, Pink Red Alloy Wire
bluepower:bluestone_wire.gray, Gray Bluestone Wire
bluepower:redalloy_wire.gray, Gray Red Alloy Wire
bluepower:bluestone_wire.light_gray, Light Gray Bluestone Wire
bluepower:redalloy_wire.light_gray, Light Gray Red Alloy Wire
bluepower:bluestone_wire.cyan, Cyan Bluestone Wire
bluepower:redalloy_wire.cyan, Cyan Red Alloy Wire
bluepower:bluestone_wire.purple, Purple Bluestone Wire
bluepower:redalloy_wire.purple, Purple Red Alloy Wire
bluepower:bluestone_wire.blue, Blue Bluestone Wire
bluepower:redalloy_wire.blue, Blue Red Alloy Wire
bluepower:bluestone_wire.brown, Brown Bluestone Wire
bluepower:redalloy_wire.brown, Brown Red Alloy Wire
bluepower:bluestone_wire.green, Green Bluestone Wire
bluepower:redalloy_wire.green, Green Red Alloy Wire
bluepower:bluestone_wire.red, Red Bluestone Wire
bluepower:redalloy_wire.red, Red Red Alloy Wire
bluepower:bluestone_wire.black, Black Bluestone Wire
bluepower:redalloy_wire.black, Black Red Alloy Wire
bluepower:sortron, Sortron
bluepower:amethyst_gem, Amethyst
bluepower:sapphire_gem, Sapphire
bluepower:malachite_gem, Malachite
bluepower:ruby_gem, Ruby
bluepower:teslatite_dust, Teslatite
bluepower:copper_ingot, Copper Ingot
bluepower:silver_ingot, Silver Ingot
bluepower:zinc_ingot, Zinc Ingot
bluepower:brass_ingot, Brass Ingot
bluepower:tungsten_carbide, Tungsten Carbide Ingot
bluepower:blue_alloy_ingot, Blue Alloy Ingot
bluepower:red_alloy_ingot, Red Alloy Ingot
bluepower:purple_alloy_ingot, Purple Alloy Ingot
bluepower:tungsten_ingot, Tungsten Ingot
bluepower:tungsten_nugget, Tungsten Nugget
bluepower:zinc_ore_crushed, Crushed Zinc Ore
bluepower:zinc_ore_purified, Purified Crushed Zinc Ore
bluepower:zinc_dust, Zinc Dust
bluepower:zinc_tiny_dust, Tiny Pile of Zinc Dust
bluepower:wood_sickle, Wooden Sickle
bluepower:stone_sickle, Stone Sickle
bluepower:iron_sickle, Iron Sickle
bluepower:gold_sickle, Gold Sickle
bluepower:diamond_sickle, Diamond Sickle
bluepower:iron_saw, Iron Saw
bluepower:diamond_saw, Diamond Saw
bluepower:flax_seeds, item.flax_seeds.name
bluepower:indigo_dye, Indigo Dye
bluepower:silicon_boule, Silicon Boule
bluepower:silicon_wafer, Silicon Wafer
bluepower:red_doped_wafer, Red Doped Wafer
bluepower:blue_doped_wafer, Blue Doped Wafer
bluepower:infused_teslatite_dust, Infused Teslatite Dust
bluepower:screwdriver, Screwdriver
bluepower:silky_screwdriver, Silky Screwdriver
bluepower:athame, item.athame.name
bluepower:zincplate, Zinc Plate
bluepower:stone_tile, Stone Tile
bluepower:bluestone_wire_tile, Bluestone Wire Tile
bluepower:bluestone_anode_tile, Bluestone Anode Tile
bluepower:bluestone_cathode_tile, Bluestone Cathode Tile
bluepower:bluestone_pointer_tile, Bluestone Pointer Tile
bluepower:silicon_chip_tile, Silicon Chip Tile
bluepower:tainted_silicon_chip_tile, Tainted Silicon Chip Tile
bluepower:quartz_resonator_tile, Quartz Resonator Tile
bluepower:redstone_wire_tile, Redstone Wire Tile
bluepower:redstone_anode_tile, Redstone Anode Tile
bluepower:redstone_cathode_tile, Redstone Cathode Tile
bluepower:redstone_pointer_tile, Redstone Pointer Tile
bluepower:stone_bundle, Stone Bundle Tile
bluepower:screwdriver_handle, Screwdriver Handle
bluepower:seed_bag, Seed Bag
bluepower:canvas_bag:0, Canvas Bag
bluepower:canvas_bag:1, Orange Canvas Bag
bluepower:canvas_bag:2, Magenta Canvas Bag
bluepower:canvas_bag:3, Light Blue Canvas Bag
bluepower:canvas_bag:4, Yellow Canvas Bag
bluepower:canvas_bag:5, Lime Canvas Bag
bluepower:canvas_bag:6, Pink Canvas Bag
bluepower:canvas_bag:7, Gray Canvas Bag
bluepower:canvas_bag:8, Light Gray Canvas Bag
bluepower:canvas_bag:9, Cyan Canvas Bag
bluepower:canvas_bag:10, Purple Canvas Bag
bluepower:canvas_bag:11, Blue Canvas Bag
bluepower:canvas_bag:12, Brown Canvas Bag
bluepower:canvas_bag:13, Green Canvas Bag
bluepower:canvas_bag:14, Red Canvas Bag
bluepower:canvas_bag:15, Black Canvas Bag
bluepower:canvas, Canvas
bluepower:lumar:0, White Lumar
bluepower:lumar:1, Orange Lumar
bluepower:lumar:2, Magenta Lumar
bluepower:lumar:3, Light Blue Lumar
bluepower:lumar:4, Yellow Lumar
bluepower:lumar:5, Lime Lumar
bluepower:lumar:6, Pink Lumar
bluepower:lumar:7, Gray Lumar
bluepower:lumar:8, Light Gray Lumar
bluepower:lumar:9, Cyan Lumar
bluepower:lumar:10, Purple Lumar
bluepower:lumar:11, Blue Lumar
bluepower:lumar:12, Brown Lumar
bluepower:lumar:13, Green Lumar
bluepower:lumar:14, Red Lumar
bluepower:lumar:15, Black Lumar
bluepower:wool_card, Wool Card
bluepower:diamond_drawplate, Diamond Drawplate
bluepower:copper_wire, Fine Copper Wire
bluepower:iron_wire, Fine Iron Wire
bluepower:paint_can:16, Paint Can
bluepower:paint_can:0, White Paint Can
bluepower:paint_can:1, Orange Paint Can
bluepower:paint_can:2, Magenta Paint Can
bluepower:paint_can:3, Light Blue Paint Can
bluepower:paint_can:4, Yellow Paint Can
bluepower:paint_can:5, Lime Paint Can
bluepower:paint_can:6, Pink Paint Can
bluepower:paint_can:7, Gray Paint Can
bluepower:paint_can:8, Light Gray Paint Can
bluepower:paint_can:9, Cyan Paint Can
bluepower:paint_can:10, Purple Paint Can
bluepower:paint_can:11, Blue Paint Can
bluepower:paint_can:12, Brown Paint Can
bluepower:paint_can:13, Green Paint Can
bluepower:paint_can:14, Red Paint Can
bluepower:paint_can:15, Black Paint Can
bluepower:paint_brush:16, Paint Brush
bluepower:paint_brush:0, White Paint Brush
bluepower:paint_brush:1, Orange Paint Brush
bluepower:paint_brush:2, Magenta Paint Brush
bluepower:paint_brush:3, Light Blue Paint Brush
bluepower:paint_brush:4, Yellow Paint Brush
bluepower:paint_brush:5, Lime Paint Brush
bluepower:paint_brush:6, Pink Paint Brush
bluepower:paint_brush:7, Gray Paint Brush
bluepower:paint_brush:8, Light Gray Paint Brush
bluepower:paint_brush:9, Cyan Paint Brush
bluepower:paint_brush:10, Purple Paint Brush
bluepower:paint_brush:11, Blue Paint Brush
bluepower:paint_brush:12, Brown Paint Brush
bluepower:paint_brush:13, Green Paint Brush
bluepower:paint_brush:14, Red Paint Brush
bluepower:paint_brush:15, Black Paint Brush
bluepower:ruby_axe, item.ruby_axe.name
bluepower:ruby_sword, item.ruby_sword.name
bluepower:ruby_pickaxe, item.ruby_pickaxe.name
bluepower:ruby_shovel, item.ruby_shovel.name
bluepower:ruby_hoe, item.ruby_hoe.name
bluepower:ruby_sickle, Ruby Sickle
bluepower:ruby_saw, Ruby Saw
bluepower:sapphire_axe, item.sapphire_axe.name
bluepower:sapphire_sword, item.sapphire_sword.name
bluepower:sapphire_pickaxe, item.sapphire_pickaxe.name
bluepower:sapphire_shovel, item.sapphire_shovel.name
bluepower:sapphire_hoe, item.sapphire_hoe.name
bluepower:sapphire_sickle, Sapphire Sickle
bluepower:sapphire_saw, Sapphire Saw
bluepower:malachite_axe, item.malachite_axe.name
bluepower:malachite_sword, item.malachite_sword.name
bluepower:malachite_pickaxe, item.malachite_pickaxe.name
bluepower:malachite_shovel, item.malachite_shovel.name
bluepower:malachite_hoe, item.malachite_hoe.name
bluepower:malachite_sickle, Malachite Sickle
bluepower:malachite_saw, Malachite Saw
bluepower:amethyst_axe, item.amethyst_axe.name
bluepower:amethyst_sword, item.amethyst_sword.name
bluepower:amethyst_pickaxe, item.amethyst_pickaxe.name
bluepower:amethyst_shovel, item.amethyst_shovel.name
bluepower:amethyst_hoe, item.amethyst_hoe.name
bluepower:amethyst_sickle, Amethyst Sickle
bluepower:amethyst_saw, Amethyst Saw
bluepower:tungcarb_axe, item.tungcarb_axe.name
bluepower:tungcarb_sword, item.tungcarb_sword.name
bluepower:tungcarb_pickaxe, item.tungcarb_pickaxe.name
bluepower:tungcarb_shovel, item.tungcarb_shovel.name
bluepower:tungcarb_hoe, item.tungcarb_hoe.name
bluepower:tungcarb_sickle, Tungsten Carbide Sickle
bluepower:tungcarb_saw, Tungsten Carbide Saw
buildcraftlib:guide, BuildCraft Guide Book
buildcraftlib:guide_note, BuildCraft Guide Book Note
buildcraftlib:debugger, Debugger
thaumcraft:thaumonomicon:0, Thaumonomicon
thaumcraft:curio:0, Arcane Curiosity
thaumcraft:curio:1, Preserved Curiosity
thaumcraft:curio:2, Ancient Curiosity
thaumcraft:curio:3, Eldritch Curiosity
thaumcraft:curio:4, Illuminating Curiosity
thaumcraft:curio:5, Twisted Curiosity
thaumcraft:curio:6, Crimson Rites
thaumcraft:loot_bag:0, Common Treasure
thaumcraft:loot_bag:1, Uncommon Treasure
thaumcraft:loot_bag:2, Rare Treasure
thaumcraft:primordial_pearl, item.primordial_pearl.name
thaumcraft:pech_wand, Pech Wand
thaumcraft:celestial_notes:0, Celestial Notes
thaumcraft:celestial_notes:1, Celestial Notes
thaumcraft:celestial_notes:2, Celestial Notes
thaumcraft:celestial_notes:3, Celestial Notes
thaumcraft:celestial_notes:4, Celestial Notes
thaumcraft:celestial_notes:5, Celestial Notes
thaumcraft:celestial_notes:6, Celestial Notes
thaumcraft:celestial_notes:7, Celestial Notes
thaumcraft:celestial_notes:8, Celestial Notes
thaumcraft:celestial_notes:9, Celestial Notes
thaumcraft:celestial_notes:10, Celestial Notes
thaumcraft:celestial_notes:11, Celestial Notes
thaumcraft:celestial_notes:12, Celestial Notes
thaumcraft:amber, Amber
thaumcraft:quicksilver, Quicksilver
thaumcraft:ingot:0, Thaumium Ingot
thaumcraft:ingot:1, Void Metal Ingot
thaumcraft:ingot:2, Alchemical Brass Ingot
thaumcraft:nugget:0, Iron Nugget
thaumcraft:nugget:1, Copper Nugget
thaumcraft:nugget:2, Tin Nugget
thaumcraft:nugget:3, Silver Nugget
thaumcraft:nugget:4, Lead Nugget
thaumcraft:nugget:5, Quicksilver Drop
thaumcraft:nugget:6, Thaumium Nugget
thaumcraft:nugget:7, Void Metal Nugget
thaumcraft:nugget:8, Alchemical Brass Nugget
thaumcraft:nugget:9, Quartz Sliver
thaumcraft:nugget:10, Rare Earths
thaumcraft:cluster:0, Native Iron Cluster
thaumcraft:cluster:1, Native Gold Cluster
thaumcraft:cluster:2, Native Copper Cluster
thaumcraft:cluster:3, Native Tin Cluster
thaumcraft:cluster:4, Native Silver Cluster
thaumcraft:cluster:5, Native Lead Cluster
thaumcraft:cluster:6, Native Cinnabar Cluster
thaumcraft:cluster:7, Native Quartz Cluster
thaumcraft:fabric, Enchanted Fabric
thaumcraft:vis_resonator, Vis Resonator
thaumcraft:tallow, Magic Tallow
thaumcraft:mechanism_simple, Simple Arcane Mechanism
thaumcraft:mechanism_complex, Complex Arcane Mechanism
thaumcraft:plate:0, Brass Plate
thaumcraft:plate:1, Iron Plate
thaumcraft:plate:2, Thaumium Plate
thaumcraft:plate:3, Void Metal Plate
thaumcraft:filter, Essentia Filter
thaumcraft:morphic_resonator, Morphic Resonator
thaumcraft:salis_mundus, Salis Mundus
thaumcraft:mirrored_glass, Mirrored Glass
thaumcraft:void_seed, Void Seed
thaumcraft:mind:0, Clockwork Mind
thaumcraft:mind:1, Biothaumic Mind
thaumcraft:module:0, Vision Module
thaumcraft:module:1, Aggression Module
thaumcraft:crystal_essence, %s Vis Crystal
thaumcraft:chunk:0, Beef Nugget
thaumcraft:chunk:1, Chicken Nugget
thaumcraft:chunk:2, Pork Nugget
thaumcraft:chunk:3, Fish Nugget
thaumcraft:chunk:4, Rabbit Nugget
thaumcraft:chunk:5, Mutton Nugget
thaumcraft:triple_meat_treat, Triple Meat Treat
thaumcraft:brain, Zombie Brain
thaumcraft:label:0, Blank Label
thaumcraft:phial:0, Glass Phial
thaumcraft:phial:1, Phial of Aer Essentia
thaumcraft:phial:1, Phial of Terra Essentia
thaumcraft:phial:1, Phial of Ignis Essentia
thaumcraft:phial:1, Phial of Aqua Essentia
thaumcraft:phial:1, Phial of Ordo Essentia
thaumcraft:phial:1, Phial of Perditio Essentia
thaumcraft:phial:1, Phial of Vacuos Essentia
thaumcraft:phial:1, Phial of Lux Essentia
thaumcraft:phial:1, Phial of Motus Essentia
thaumcraft:phial:1, Phial of Gelum Essentia
thaumcraft:phial:1, Phial of Vitreus Essentia
thaumcraft:phial:1, Phial of Metallum Essentia
thaumcraft:phial:1, Phial of Victus Essentia
thaumcraft:phial:1, Phial of Mortuus Essentia
thaumcraft:phial:1, Phial of Potentia Essentia
thaumcraft:phial:1, Phial of Permutatio Essentia
thaumcraft:phial:1, Phial of Praecantatio Essentia
thaumcraft:phial:1, Phial of Auram Essentia
thaumcraft:phial:1, Phial of Alkimia Essentia
thaumcraft:phial:1, Phial of Vitium Essentia
thaumcraft:phial:1, Phial of Tenebrae Essentia
thaumcraft:phial:1, Phial of Alienis Essentia
thaumcraft:phial:1, Phial of Volatus Essentia
thaumcraft:phial:1, Phial of Herba Essentia
thaumcraft:phial:1, Phial of Instrumentum Essentia
thaumcraft:phial:1, Phial of Fabrico Essentia
thaumcraft:phial:1, Phial of Machina Essentia
thaumcraft:phial:1, Phial of Vinculum Essentia
thaumcraft:phial:1, Phial of Spiritus Essentia
thaumcraft:phial:1, Phial of Cognitio Essentia
thaumcraft:phial:1, Phial of Sensus Essentia
thaumcraft:phial:1, Phial of Aversio Essentia
thaumcraft:phial:1, Phial of Praemunio Essentia
thaumcraft:phial:1, Phial of Desiderium Essentia
thaumcraft:phial:1, Phial of Exanimis Essentia
thaumcraft:phial:1, Phial of Bestia Essentia
thaumcraft:phial:1, Phial of Humanus Essentia
thaumcraft:phial:1, Phial of Sol Essentia
thaumcraft:alumentum:0, Alumentum
thaumcraft:jar_brace, Brass Lid Brace
thaumcraft:bottle_taint, Bottle of Taint
thaumcraft:sanity_soap, Sanitizing Soap
thaumcraft:bath_salts, Purifying Bath Salts
thaumcraft:turret:0, Automated Crossbow
thaumcraft:turret:1, Advanced Automated Crossbow
thaumcraft:turret:2, Arcane Bore
thaumcraft:causality_collapser, Causality Collapser
thaumcraft:scribing_tools, Scribing Tools
thaumcraft:thaumometer, Thaumometer
thaumcraft:resonator, Essentia Resonator
thaumcraft:sanity_checker, Sanity Checker
thaumcraft:hand_mirror, Magic Hand Mirror
thaumcraft:thaumium_axe, Thaumium Axe
thaumcraft:thaumium_sword, Thaumium Sword
thaumcraft:thaumium_shovel, Thaumium Shovel
thaumcraft:thaumium_pick, Thaumium Pickaxe
thaumcraft:thaumium_hoe, Thaumium Hoe
thaumcraft:void_axe, Void Axe
thaumcraft:void_sword, Void Sword
thaumcraft:void_shovel, Void Shovel
thaumcraft:void_pick, Void Pickaxe
thaumcraft:void_hoe, Void Hoe
thaumcraft:elemental_axe, Axe of the Stream
thaumcraft:elemental_sword, Sword of the Zephyr
thaumcraft:elemental_shovel, Shovel of the Earthmover
thaumcraft:elemental_pick, Pickaxe of the Core
thaumcraft:elemental_hoe, Hoe of Growth
thaumcraft:primal_crusher, Primal Crusher
thaumcraft:crimson_blade, Crimson Blade
thaumcraft:grapple_gun, Arcane Grappler
thaumcraft:grapple_gun_tip, Grappler Head
thaumcraft:grapple_gun_spool, Grappler Spool
thaumcraft:goggles, Goggles of Revealing
thaumcraft:thaumium_helm, Thaumium Helm
thaumcraft:thaumium_chest, Thaumium Chestplate
thaumcraft:thaumium_legs, Thaumium Leggings
thaumcraft:thaumium_boots, Thaumium Boots
thaumcraft:cloth_chest, Thaumaturge's Robe
thaumcraft:cloth_legs, Thaumaturge's Leggings
thaumcraft:cloth_boots, Thaumaturge's Boots
thaumcraft:traveller_boots, Boots of the Traveller
thaumcraft:fortress_helm, Thaumium Fortress Helm
thaumcraft:fortress_chest, Thaumium Fortress Cuirass
thaumcraft:fortress_legs, Thaumium Fortress Thigh Guards
thaumcraft:void_helm, Void Helm
thaumcraft:void_chest, Void Chestplate
thaumcraft:void_legs, Void Leggings
thaumcraft:void_boots, Void Boots
thaumcraft:void_robe_helm, Void Thaumaturge Hood
thaumcraft:void_robe_chest, Void Thaumaturge Robe
thaumcraft:void_robe_legs, Void Thaumaturge Leggings
thaumcraft:crimson_plate_helm, Crimson Cult Helm
thaumcraft:crimson_plate_chest, Crimson Cult Chestplate
thaumcraft:crimson_plate_legs, Crimson Cult Greaves
thaumcraft:crimson_boots, Crimson Cult Boots
thaumcraft:crimson_robe_helm, Crimson Cult Hood
thaumcraft:crimson_robe_chest, Crimson Cult Robe
thaumcraft:crimson_robe_legs, Crimson Cult Leggings
thaumcraft:crimson_praetor_helm, Crimson Praetor Helm
thaumcraft:crimson_praetor_chest, Crimson Praetor Chestplate
thaumcraft:crimson_praetor_legs, Crimson Praetor Greaves
thaumcraft:baubles:0, Mundane Amulet
thaumcraft:baubles:1, Mundane Ring
thaumcraft:baubles:2, Mundane Belt
thaumcraft:baubles:3, Apprentice's Ring
thaumcraft:baubles:4, Fancy Amulet
thaumcraft:baubles:5, Fancy Ring
thaumcraft:baubles:6, Fancy Belt
thaumcraft:amulet_vis:0, Vis Stone
thaumcraft:amulet_vis:1, Amulet of Vis
thaumcraft:verdant_charm, Verdant Heart Charm
thaumcraft:curiosity_band, Headband of Curiosity
thaumcraft:voidseer_charm, Voidseer's Pearl
thaumcraft:cloud_ring, Cloudstepper Ring
thaumcraft:charm_undying, Charm of Undying
thaumcraft:creative_flux_sponge, Flux Sponge
thaumcraft:enchanted_placeholder, Any enchanted item
thaumcraft:caster_basic, Caster's Gauntlet 
thaumcraft:focus_1, Blank Lesser Focus
thaumcraft:focus_2, Blank Advanced Focus
thaumcraft:focus_3, Blank Greater Focus
thaumcraft:focus_pouch, Focus Pouch
thaumcraft:golem_bell, Golemancer's Bell
thaumcraft:golem, Golem
thaumcraft:seal:0, Blank Seal
thaumcraft:seal:1, Control Seal: Collect
thaumcraft:seal:2, Advanced Control Seal: Collect
thaumcraft:seal:3, Control Seal: Store
thaumcraft:seal:4, Advanced Control Seal: Store
thaumcraft:seal:5, Control Seal: Empty
thaumcraft:seal:6, Advanced Control Seal: Empty
thaumcraft:seal:7, Control Seal: Harvest
thaumcraft:seal:8, Control Seal: Butcher
thaumcraft:seal:9, Control Seal: Guard
thaumcraft:seal:10, Advanced Control Seal: Guard
thaumcraft:seal:11, Control Seal: Lumberjack
thaumcraft:seal:12, Control Seal: Block Breaker
thaumcraft:seal:13, Control Seal: Use
thaumcraft:seal:14, Control Seal: Provide
thaumcraft:seal:15, Control Seal: Stock
thaumcraft:seal:16, Control Seal: Advanced Block Breaker
energyconverters:energy_bridge, Energy Bridge
energyconverters:energy_producer_fe, FE Energy Producer
energyconverters:energy_consumer_fe, FE Energy Consumer
energyconverters:energy_producer_eu:0, LV Energy Producer (IC2)
energyconverters:energy_producer_eu:1, MV Energy Producer (IC2)
energyconverters:energy_producer_eu:2, HV Energy Producer (IC2)
energyconverters:energy_producer_eu:3, EV Energy Producer (IC2)
energyconverters:energy_producer_eu:4, IV Energy Producer (IC2)
energyconverters:energy_consumer_eu:0, LV Energy Consumer (IC2)
energyconverters:energy_consumer_eu:1, MV Energy Consumer (IC2)
energyconverters:energy_consumer_eu:2, HV Energy Consumer (IC2)
energyconverters:energy_consumer_eu:3, EV Energy Consumer (IC2)
energyconverters:energy_consumer_eu:4, IV Energy Consumer (IC2)
energyconverters:energy_producer_rf, RF Energy Producer
energyconverters:energy_consumer_rf, RF Energy Consumer
energyconverters:energy_producer_mj, MJ Energy Producer
energyconverters:energy_consumer_mj, MJ Energy Consumer
zerocore:debugtool, Debug Tool
bigreactors:ingotyellorium, Yellorium Ingot
bigreactors:ingotcyanite, Cyanite Ingot
bigreactors:ingotgraphite, Graphite Bar
bigreactors:ingotblutonium, Blutonium Ingot
bigreactors:ingotludicrite, Ludicrite Ingot
bigreactors:ingotsteel, Steel Ingot
bigreactors:dustyellorium, Yellorium Dust
bigreactors:dustcyanite, Cyanite Dust
bigreactors:dustgraphite, Graphite Dust
bigreactors:dustblutonium, Blutonium Dust
bigreactors:dustludicrite, Ludicrite Dust
bigreactors:duststeel, Steel Dust
bigreactors:mineralanglesite, Anglesite (PbSO4)
bigreactors:mineralbenitoite, Benitoite (BaTiSi3O9)
bigreactors:reactorcasingcores, Reactor Casing Core (Legacy)
bigreactors:turbinehousingcores, Turbine Housing Core (Legacy)
bigreactors:wrench, Extreme Wrench
bigreactors:blockyellorium, Yellorium Block
bigreactors:oreanglesite, Anglesite Ore
bigreactors:turbinecreativesteamgenerator, Turbine Creative Steam Generator (Legacy)
bigreactors:turbinerotorblade, Turbine Rotor Blade (Legacy)
bigreactors:blockblutonium, Blutonium Block
bigreactors:orebenitoite, Benitoite Ore
bigreactors:turbinebearing, Turbine Rotor Bearing (Legacy)
bigreactors:reactorrednetport, Reactor RedNet Port (Legacy)
bigreactors:turbinehousing, Turbine Housing (Legacy)
bigreactors:blocksteel, Steel Block
bigreactors:reactoraccessport, Reactor Access Port (Legacy)
bigreactors:turbinecomputerport, Turbine Computer Port (Legacy)
bigreactors:turbinerotorshaft, Turbine Rotor Shaft (Legacy)
bigreactors:reactorcreativecoolantport, Reactor Creative Coolant Port (Legacy)
bigreactors:turbinefluidport, Turbine Fluid Port (Legacy)
bigreactors:blockgraphite, Graphite Block
bigreactors:blockcyanite, Cyanite Block
bigreactors:reactorcoolantport, Reactor Coolant Port (Legacy)
bigreactors:turbinecontroller, Turbine Controller (Legacy)
bigreactors:reactorpowertaptesla, Reactor Tesla Power Tap (Legacy)
bigreactors:turbineglass, Turbine Glass (Legacy)
bigreactors:reactorcasing, Reactor Casing (Legacy)
bigreactors:reactorpowertaprf, Reactor Redstone Flux Power Tap (Legacy)
bigreactors:reactorcontroller, Reactor Controller (Legacy)
bigreactors:reactorredstoneport, Reactor Redstone Port (Legacy)
bigreactors:oreyellorite, Yellorite Ore
bigreactors:blockludicrite, Ludicrite Block
bigreactors:turbinepowertaprf, Turbine Redstone Flux Power Tap (Legacy)
bigreactors:turbinepowertaptesla, Turbine Tesla Power Tap (Legacy)
bigreactors:reactorcomputerport, Reactor Computer Port (Legacy)
bigreactors:reactorglass, Reactor Glass (Legacy)
bigreactors:reactorcontrolrod, Reactor Control Rod (Legacy)
bigreactors:reactorfuelrod, Reactor Fuel Rod (Legacy)
ironchest:iron_chest:0, Iron Chest
ironchest:iron_chest:1, Gold Chest
ironchest:iron_chest:2, Diamond Chest
ironchest:iron_chest:3, Copper Chest
ironchest:iron_chest:4, Silver Chest
ironchest:iron_chest:5, Crystal Chest
ironchest:iron_chest:6, Obsidian Chest
ironchest:iron_chest:7, DirtChest 9000!
ironchest:iron_shulker_box_white:0, White Iron Shulker Box
ironchest:iron_shulker_box_white:1, White Gold Shulker Box
ironchest:iron_shulker_box_white:2, White Diamond Shulker Box
ironchest:iron_shulker_box_white:3, White Copper Shulker Box
ironchest:iron_shulker_box_white:4, White Silver Shulker Box
ironchest:iron_shulker_box_white:5, White Crystal Shulker Box
ironchest:iron_shulker_box_white:6, White Obsidian Shulker Box
ironchest:iron_shulker_box_orange:0, Orange Iron Shulker Box
ironchest:iron_shulker_box_orange:1, Orange Gold Shulker Box
ironchest:iron_shulker_box_orange:2, Orange Diamond Shulker Box
ironchest:iron_shulker_box_orange:3, Orange Copper Shulker Box
ironchest:iron_shulker_box_orange:4, Orange Silver Shulker Box
ironchest:iron_shulker_box_orange:5, Orange Crystal Shulker Box
